"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"05","Central government income tax liability (exclusive of tax credits)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,3461.92057,,
"05","Central government income tax liability (exclusive of tax credits)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,3551.405,,
"05","Central government income tax liability (exclusive of tax credits)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,3311.172855,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,605.607413,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,841.974838,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,946.514539,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,741.481222,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,815.257247,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,799.781989,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,751.254128,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,825.611472,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,1355.896952,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,1309.187624,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,1431.855308,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,1732.589069,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,1878.048155,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,1894.875056,,
"06","Tax credits","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,1972.53745,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,647.952916,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,603.377776,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,671.945002,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,1013.605178,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,1047.898541,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,1059.355461,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,1094.356066,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,1011.243937,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,1044.886921,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,927.395784,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,1908.4329,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,1463.273187,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,1583.872415,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,1656.529944,,
"07","Central government income tax finally paid","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,1338.635406,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,0,,
"08","State and local taxes","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,0,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,3654.416735,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,2552.240715,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,2501.005548,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,3386.910564,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,3008.482909,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,3055.455797,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,3156.406617,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,2916.689689,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,2999.836645,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,2662.52338,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,4177.794697,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,3362.542059,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,3330.347701,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,3469.928253,,
"09","Employees' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,3482.694911,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,1395.244,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,590.48938,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,458.948298,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,436.088013,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,0,,
"091","Employees' compulsory social security contributions - payable on gross earnings","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,0,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,2259.172735,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,1961.751335,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,2042.057251,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,2950.822551,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,3008.482909,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,3055.455797,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,3156.406617,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,2916.689689,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,2999.836645,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,2662.52338,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,4177.794697,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,3362.542059,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,3330.347701,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,3469.928253,,
"092","Employees' compulsory social security contributions - payable on taxable income","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,3482.694911,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,4302.369651,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,3155.618491,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,3172.95055,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,4400.515742,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,4056.38145,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,4114.811258,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,4250.762684,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,3927.933626,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,4044.723566,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,3589.919164,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,6086.227598,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,4825.815246,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,4914.220116,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,5126.458197,,
"10","Total payments to general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,4821.330317,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,1715.71,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,1754,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,1830,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,2827.744236,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,3133.856302,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,3014.183794,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,3084.190234,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,3049.717545,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,3031.489287,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,3044.301134,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,5889.48442,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,6002.116175,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,6198.406923,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,6310.479911,,
"11","Cash transfers from general government","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,6536.300616,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,1715.71,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,1754,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,1830,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,2827.744236,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,3133.856302,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,3014.183794,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,3084.190234,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,3049.717545,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,3031.489287,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,3044.301134,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,5889.48442,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,6002.116175,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,6198.406923,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,6310.479911,,
"112","Cash transfers for two children","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,6536.300616,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,23342.340349,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,25934.381509,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,26797.04945,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,27335.048494,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,28833.514852,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,29193.422536,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,29845.71755,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,30390.683919,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,31113.265721,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,31855.58197,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,32995.056822,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,34756.700929,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,35353.686806,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,35884.78831,,
"12","Take-home pay","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,37357.692067,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","EUR","Euro","0","Units",,,4348.197,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","EUR","Euro","0","Units",,,2474.161202,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","EUR","Euro","0","Units",,,2634.438568,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","EUR","Euro","0","Units",,,2791.334689,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","EUR","Euro","0","Units",,,2782.457975,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","EUR","Euro","0","Units",,,2947.377892,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","EUR","Euro","0","Units",,,2958.162182,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","EUR","Euro","0","Units",,,3140.61138,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","EUR","Euro","0","Units",,,3164.773624,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","EUR","Euro","0","Units",,,3508.884144,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","EUR","Euro","0","Units",,,3560.393145,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","EUR","Euro","0","Units",,,3791.404937,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2017","2017","EUR","Euro","0","Units",,,3875.122345,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2018","2018","EUR","Euro","0","Units",,,4056.078282,,
"131","Employers' compulsory social security contributions","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2019","2019","EUR","Euro","0","Units",,,4318.897219,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,2.498951,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2006","2006","PC","Percentage","0","Units",,,2.207264,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,2.387864,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2008","2008","PC","Percentage","0","Units",,,3.506336,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,3.521633,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,3.496909,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,3.528782,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,3.234025,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,3.252414,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,2.862227,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,5.749712,,
"141","Average income tax rate (%)","SINGLE4","Single person at 67% of average earnings, with two children","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,4.357522,,
