"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"CHE","Switzerland","M","Men","85_OVER","85 and over","2012","2012",58714,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2013","2013",60751,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2014","2014",63111,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2015","2015",65568,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2016","2016",68246,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2017","2017",71139,,
"CHE","Switzerland","M","Men","85_OVER","85 and over","2018","2018",74016,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2005","2005",151275,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2006","2006",158062,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2007","2007",164784,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2008","2008",170777,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2009","2009",176744,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2010","2010",182793,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2011","2011",181683,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2012","2012",187012,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2013","2013",191694,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2014","2014",197185,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2015","2015",202785,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2016","2016",208472,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2017","2017",214359,,
"CHE","Switzerland","T","Total","85_OVER","85 and over","2018","2018",220054,,
"WLD","World","W","Women","85_OVER","85 and over","2005","2005",22673475,,
"WLD","World","W","Women","85_OVER","85 and over","2006","2006",24341579,,
"WLD","World","W","Women","85_OVER","85 and over","2007","2007",25817530,,
"WLD","World","W","Women","85_OVER","85 and over","2008","2008",27014469,,
"WLD","World","W","Women","85_OVER","85 and over","2009","2009",27899652,,
"WLD","World","W","Women","85_OVER","85 and over","2010","2010",28502577,,
"WLD","World","W","Women","85_OVER","85 and over","2011","2011",30559687,,
"WLD","World","W","Women","85_OVER","85 and over","2012","2012",32308476,,
"WLD","World","W","Women","85_OVER","85 and over","2013","2013",33693763,,
"WLD","World","W","Women","85_OVER","85 and over","2014","2014",34668772,,
"WLD","World","W","Women","85_OVER","85 and over","2015","2015",35237606,,
"WLD","World","W","Women","85_OVER","85 and over","2016","2016",37280023,,
"WLD","World","W","Women","85_OVER","85 and over","2017","2017",38877517,,
"WLD","World","W","Women","85_OVER","85 and over","2018","2018",40041213,,
"WLD","World","M","Men","85_OVER","85 and over","2005","2005",10909532,,
"WLD","World","M","Men","85_OVER","85 and over","2006","2006",12001903,,
"WLD","World","M","Men","85_OVER","85 and over","2007","2007",12920900,,
"WLD","World","M","Men","85_OVER","85 and over","2008","2008",13617310,,
"WLD","World","M","Men","85_OVER","85 and over","2009","2009",14072851,,
"WLD","World","M","Men","85_OVER","85 and over","2010","2010",14268394,,
"WLD","World","M","Men","85_OVER","85 and over","2011","2011",15759602,,
"WLD","World","M","Men","85_OVER","85 and over","2012","2012",17046627,,
"WLD","World","M","Men","85_OVER","85 and over","2013","2013",18038498,,
"WLD","World","M","Men","85_OVER","85 and over","2014","2014",18663097,,
"WLD","World","M","Men","85_OVER","85 and over","2015","2015",18882941,,
"WLD","World","M","Men","85_OVER","85 and over","2016","2016",20457952,,
"WLD","World","M","Men","85_OVER","85 and over","2017","2017",21707387,,
"WLD","World","M","Men","85_OVER","85 and over","2018","2018",22602089,,
"WLD","World","T","Total","85_OVER","85 and over","2005","2005",33583033,,
"WLD","World","T","Total","85_OVER","85 and over","2006","2006",36341442,,
"WLD","World","T","Total","85_OVER","85 and over","2007","2007",38735456,,
"WLD","World","T","Total","85_OVER","85 and over","2008","2008",40628894,,
"WLD","World","T","Total","85_OVER","85 and over","2009","2009",41970631,,
"WLD","World","T","Total","85_OVER","85 and over","2010","2010",42771000,,
"WLD","World","T","Total","85_OVER","85 and over","2011","2011",46316055,,
"WLD","World","T","Total","85_OVER","85 and over","2012","2012",49350649,,
"WLD","World","T","Total","85_OVER","85 and over","2013","2013",51728207,,
"WLD","World","T","Total","85_OVER","85 and over","2014","2014",53329564,,
"WLD","World","T","Total","85_OVER","85 and over","2015","2015",54120573,,
"WLD","World","T","Total","85_OVER","85 and over","2016","2016",57735601,,
"WLD","World","T","Total","85_OVER","85 and over","2017","2017",60581887,,
"WLD","World","T","Total","85_OVER","85 and over","2018","2018",62641004,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2005","2005",5794047,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2006","2006",6184238,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2007","2007",6561637,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2008","2008",6910204,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2009","2009",7218868,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2010","2010",7531842,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2011","2011",7806715,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2012","2012",8064298,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2013","2013",8308192,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2014","2014",8583892,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2015","2015",8818617,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2016","2016",9051920,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2017","2017",9233772,,
"EU28","European Union (28 countries)","W","Women","85_OVER","85 and over","2018","2018",9368299,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2005","2005",2287842,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2006","2006",2481599,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2007","2007",2669024,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2008","2008",2844125,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2009","2009",3005366,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2010","2010",3174823,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2011","2011",3294564,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2012","2012",3471677,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2013","2013",3654416,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2014","2014",3858975,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2015","2015",4050633,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2016","2016",4244156,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2017","2017",4411109,,
"EU28","European Union (28 countries)","M","Men","85_OVER","85 and over","2018","2018",4551024,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2005","2005",8081888,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2006","2006",8665838,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2007","2007",9230665,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2008","2008",9754328,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2009","2009",10224232,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2010","2010",10706666,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2011","2011",11101276,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2012","2012",11535975,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2013","2013",11962608,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2014","2014",12442866,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2015","2015",12869250,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2016","2016",13296076,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2017","2017",13644878,,
"EU28","European Union (28 countries)","T","Total","85_OVER","85 and over","2018","2018",13919326,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2005","2005",1997818,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2006","2006",2024074,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2007","2007",2052114,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2008","2008",2080512,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2009","2009",2110269,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2010","2010",2141814,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2011","2011",2173038,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2012","2012",2201487,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2013","2013",2227915,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2014","2014",2256929,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2015","2015",2284847,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2016","2016",2309567,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2017","2017",2332753,,
"BEL","Belgium","W","Women","50_OVER","50 and over","2018","2018",2354233,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2005","2005",1682213,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2006","2006",1710951,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2007","2007",1742237,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2008","2008",1774126,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2009","2009",1806322,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2010","2010",1840131,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2011","2011",1874070,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2012","2012",1906186,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2013","2013",1937419,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2014","2014",1970953,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2015","2015",2004390,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2016","2016",2035031,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2017","2017",2063696,,
"BEL","Belgium","M","Men","50_OVER","50 and over","2018","2018",2090826,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2005","2005",3680031,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2006","2006",3735025,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2007","2007",3794351,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2008","2008",3854638,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2009","2009",3916591,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2010","2010",3981945,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2011","2011",4047108,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2012","2012",4107673,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2013","2013",4165334,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2014","2014",4227882,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2015","2015",4289237,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2016","2016",4344598,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2017","2017",4396449,,
"BEL","Belgium","T","Total","50_OVER","50 and over","2018","2018",4445059,,
"FRA","France","W","Women","50_OVER","50 and over","2005","2005",11798962,,
"FRA","France","W","Women","50_OVER","50 and over","2006","2006",12006429,,
"FRA","France","W","Women","50_OVER","50 and over","2007","2007",12197950,,
"FRA","France","W","Women","50_OVER","50 and over","2008","2008",12384485,,
"FRA","France","W","Women","50_OVER","50 and over","2009","2009",12562343,,
"FRA","France","W","Women","50_OVER","50 and over","2010","2010",12741426,,
"FRA","France","W","Women","50_OVER","50 and over","2011","2011",12926878,,
"FRA","France","W","Women","50_OVER","50 and over","2012","2012",13109910,,
"FRA","France","W","Women","50_OVER","50 and over","2013","2013",13301876,,
"FRA","France","W","Women","50_OVER","50 and over","2014","2014",13513882,,
"FRA","France","W","Women","50_OVER","50 and over","2015","2015",13704911,,
"FRA","France","W","Women","50_OVER","50 and over","2016","2016",13884707,,
"FRA","France","W","Women","50_OVER","50 and over","2017","2017",14050626,,
"FRA","France","W","Women","50_OVER","50 and over","2018","2018",14205695,,
"FRA","France","M","Men","50_OVER","50 and over","2005","2005",9667802,,
"FRA","France","M","Men","50_OVER","50 and over","2006","2006",9845079,,
"FRA","France","M","Men","50_OVER","50 and over","2007","2007",10023451,,
"FRA","France","M","Men","50_OVER","50 and over","2008","2008",10198091,,
"FRA","France","M","Men","50_OVER","50 and over","2009","2009",10368845,,
"FRA","France","M","Men","50_OVER","50 and over","2010","2010",10543621,,
"FRA","France","M","Men","50_OVER","50 and over","2011","2011",10721986,,
"FRA","France","M","Men","50_OVER","50 and over","2012","2012",10901000,,
"FRA","France","M","Men","50_OVER","50 and over","2013","2013",11089878,,
"FRA","France","M","Men","50_OVER","50 and over","2014","2014",11295522,,
"FRA","France","M","Men","50_OVER","50 and over","2015","2015",11476813,,
"FRA","France","M","Men","50_OVER","50 and over","2016","2016",11648505,,
"FRA","France","M","Men","50_OVER","50 and over","2017","2017",11811959,,
"FRA","France","M","Men","50_OVER","50 and over","2018","2018",11965062,,
"FRA","France","T","Total","50_OVER","50 and over","2005","2005",21466764,,
"FRA","France","T","Total","50_OVER","50 and over","2006","2006",21851508,,
"FRA","France","T","Total","50_OVER","50 and over","2007","2007",22221401,,
"FRA","France","T","Total","50_OVER","50 and over","2008","2008",22582576,,
"FRA","France","T","Total","50_OVER","50 and over","2009","2009",22931188,,
"FRA","France","T","Total","50_OVER","50 and over","2010","2010",23285047,,
"FRA","France","T","Total","50_OVER","50 and over","2011","2011",23648864,,
"FRA","France","T","Total","50_OVER","50 and over","2012","2012",24010910,,
"FRA","France","T","Total","50_OVER","50 and over","2013","2013",24391754,,
"FRA","France","T","Total","50_OVER","50 and over","2014","2014",24809404,,
"FRA","France","T","Total","50_OVER","50 and over","2015","2015",25181724,,
"FRA","France","T","Total","50_OVER","50 and over","2016","2016",25533212,,
"FRA","France","T","Total","50_OVER","50 and over","2017","2017",25862585,,
"FRA","France","T","Total","50_OVER","50 and over","2018","2018",26170757,,
"DEU","Germany","W","Women","50_OVER","50 and over","2005","2005",16860444,,
"DEU","Germany","W","Women","50_OVER","50 and over","2006","2006",17016056,,
"DEU","Germany","W","Women","50_OVER","50 and over","2007","2007",17185202,,
"DEU","Germany","W","Women","50_OVER","50 and over","2008","2008",17356295,,
"DEU","Germany","W","Women","50_OVER","50 and over","2009","2009",17536267,,
"DEU","Germany","W","Women","50_OVER","50 and over","2010","2010",17742389,,
"DEU","Germany","W","Women","50_OVER","50 and over","2011","2011",17794186,,
"DEU","Germany","W","Women","50_OVER","50 and over","2012","2012",18038434,,
"DEU","Germany","W","Women","50_OVER","50 and over","2013","2013",18288288,,
"DEU","Germany","W","Women","50_OVER","50 and over","2014","2014",18555533,,
"DEU","Germany","W","Women","50_OVER","50 and over","2015","2015",18816551,,
"DEU","Germany","W","Women","50_OVER","50 and over","2016","2016",19056968,,
"DEU","Germany","W","Women","50_OVER","50 and over","2017","2017",19280862,,
"DEU","Germany","W","Women","50_OVER","50 and over","2018","2018",19478291,,
"DEU","Germany","M","Men","50_OVER","50 and over","2005","2005",13967068,,
"DEU","Germany","M","Men","50_OVER","50 and over","2006","2006",14196464,,
"DEU","Germany","M","Men","50_OVER","50 and over","2007","2007",14437515,,
"DEU","Germany","M","Men","50_OVER","50 and over","2008","2008",14678673,,
"DEU","Germany","M","Men","50_OVER","50 and over","2009","2009",14925174,,
"DEU","Germany","M","Men","50_OVER","50 and over","2010","2010",15195200,,
"DEU","Germany","M","Men","50_OVER","50 and over","2011","2011",15157108,,
"DEU","Germany","M","Men","50_OVER","50 and over","2012","2012",15461058,,
"DEU","Germany","M","Men","50_OVER","50 and over","2013","2013",15771624,,
"DEU","Germany","M","Men","50_OVER","50 and over","2014","2014",16092952,,
"DEU","Germany","M","Men","50_OVER","50 and over","2015","2015",16407002,,
"DEU","Germany","M","Men","50_OVER","50 and over","2016","2016",16690058,,
"DEU","Germany","M","Men","50_OVER","50 and over","2017","2017",16945508,,
"DEU","Germany","M","Men","50_OVER","50 and over","2018","2018",17176650,,
"DEU","Germany","T","Total","50_OVER","50 and over","2005","2005",30827512,,
"DEU","Germany","T","Total","50_OVER","50 and over","2006","2006",31212520,,
"DEU","Germany","T","Total","50_OVER","50 and over","2007","2007",31622717,,
"DEU","Germany","T","Total","50_OVER","50 and over","2008","2008",32034968,,
"DEU","Germany","T","Total","50_OVER","50 and over","2009","2009",32461441,,
"DEU","Germany","T","Total","50_OVER","50 and over","2010","2010",32937589,,
"DEU","Germany","T","Total","50_OVER","50 and over","2011","2011",32951294,,
"DEU","Germany","T","Total","50_OVER","50 and over","2012","2012",33499492,,
"DEU","Germany","T","Total","50_OVER","50 and over","2013","2013",34059912,,
"DEU","Germany","T","Total","50_OVER","50 and over","2014","2014",34648485,,
"DEU","Germany","T","Total","50_OVER","50 and over","2015","2015",35223553,,
"DEU","Germany","T","Total","50_OVER","50 and over","2016","2016",35747026,,
"DEU","Germany","T","Total","50_OVER","50 and over","2017","2017",36226370,,
"DEU","Germany","T","Total","50_OVER","50 and over","2018","2018",36654941,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2005","2005",2859472,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2006","2006",2905869,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2007","2007",2954750,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2008","2008",3005754,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2009","2009",3059496,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2010","2010",3115329,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2011","2011",3172135,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2012","2012",3229450,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2013","2013",3286576,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2014","2014",3345649,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2015","2015",3402573,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2016","2016",3455369,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2017","2017",3506994,,
"NLD","Netherlands","W","Women","50_OVER","50 and over","2018","2018",3558458,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2005","2005",2528644,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2006","2006",2580156,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2007","2007",2634313,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2008","2008",2690842,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2009","2009",2750389,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2010","2010",2811523,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2011","2011",2874373,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2012","2012",2937589,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2013","2013",3000439,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2014","2014",3065972,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2015","2015",3130245,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2016","2016",3190339,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2017","2017",3248723,,
"NLD","Netherlands","M","Men","50_OVER","50 and over","2018","2018",3306261,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2005","2005",5388116,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2006","2006",5486025,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2007","2007",5589063,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2008","2008",5696596,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2009","2009",5809885,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2010","2010",5926852,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2011","2011",6046508,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2012","2012",6167039,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2013","2013",6287015,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2014","2014",6411621,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2015","2015",6532818,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2016","2016",6645708,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2017","2017",6755717,,
"NLD","Netherlands","T","Total","50_OVER","50 and over","2018","2018",6864719,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2005","2005",1388710,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2006","2006",1408901,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2007","2007",1430826,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2008","2008",1454764,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2009","2009",1480548,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2010","2010",1507541,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2011","2011",1528907,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2012","2012",1558691,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2013","2013",1590425,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2014","2014",1624958,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2015","2015",1658490,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2016","2016",1690188,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2017","2017",1720373,,
"CHE","Switzerland","W","Women","50_OVER","50 and over","2018","2018",1748298,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2005","2005",1180798,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2006","2006",1204374,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2007","2007",1230144,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2008","2008",1258444,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2009","2009",1288579,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2010","2010",1319207,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2011","2011",1344695,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2012","2012",1378071,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2013","2013",1414096,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2014","2014",1452645,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2015","2015",1490121,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2016","2016",1525163,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2017","2017",1557293,,
"CHE","Switzerland","M","Men","50_OVER","50 and over","2018","2018",1586560,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2005","2005",2569508,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2006","2006",2613275,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2007","2007",2660970,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2008","2008",2713208,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2009","2009",2769127,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2010","2010",2826748,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2011","2011",2873602,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2012","2012",2936762,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2013","2013",3004521,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2014","2014",3077603,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2015","2015",3148611,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2016","2016",3215351,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2017","2017",3277666,,
"CHE","Switzerland","T","Total","50_OVER","50 and over","2018","2018",3334858,,
"WLD","World","W","Women","50_OVER","50 and over","2005","2005",658654572,,
"WLD","World","W","Women","50_OVER","50 and over","2006","2006",676171436,,
"WLD","World","W","Women","50_OVER","50 and over","2007","2007",693978448,,
"WLD","World","W","Women","50_OVER","50 and over","2008","2008",712240550,,
"WLD","World","W","Women","50_OVER","50 and over","2009","2009",731319856,,
"WLD","World","W","Women","50_OVER","50 and over","2010","2010",751453077,,
"WLD","World","W","Women","50_OVER","50 and over","2011","2011",771751957,,
"WLD","World","W","Women","50_OVER","50 and over","2012","2012",792950414,,
"WLD","World","W","Women","50_OVER","50 and over","2013","2013",815013196,,
"WLD","World","W","Women","50_OVER","50 and over","2014","2014",837873847,,
"WLD","World","W","Women","50_OVER","50 and over","2015","2015",861482072,,
"WLD","World","W","Women","50_OVER","50 and over","2016","2016",884749245,,
"WLD","World","W","Women","50_OVER","50 and over","2017","2017",908637223,,
"WLD","World","W","Women","50_OVER","50 and over","2018","2018",933034349,,
"WLD","World","M","Men","50_OVER","50 and over","2005","2005",594605125,,
"WLD","World","M","Men","50_OVER","50 and over","2006","2006",611558595,,
"WLD","World","M","Men","50_OVER","50 and over","2007","2007",628665482,,
"WLD","World","M","Men","50_OVER","50 and over","2008","2008",646104945,,
"WLD","World","M","Men","50_OVER","50 and over","2009","2009",664259070,,
"WLD","World","M","Men","50_OVER","50 and over","2010","2010",683383898,,
"WLD","World","M","Men","50_OVER","50 and over","2011","2011",702827972,,
"WLD","World","M","Men","50_OVER","50 and over","2012","2012",723085521,,
"WLD","World","M","Men","50_OVER","50 and over","2013","2013",744091245,,
"WLD","World","M","Men","50_OVER","50 and over","2014","2014",765747789,,
"WLD","World","M","Men","50_OVER","50 and over","2015","2015",787990936,,
"WLD","World","M","Men","50_OVER","50 and over","2016","2016",810080465,,
"WLD","World","M","Men","50_OVER","50 and over","2017","2017",832617592,,
"WLD","World","M","Men","50_OVER","50 and over","2018","2018",855530724,,
"WLD","World","T","Total","50_OVER","50 and over","2005","2005",1253259719,,
"WLD","World","T","Total","50_OVER","50 and over","2006","2006",1287725944,,
"WLD","World","T","Total","50_OVER","50 and over","2007","2007",1322637783,,
"WLD","World","T","Total","50_OVER","50 and over","2008","2008",1358339334,,
"WLD","World","T","Total","50_OVER","50 and over","2009","2009",1395574757,,
"WLD","World","T","Total","50_OVER","50 and over","2010","2010",1434836939,,
"WLD","World","T","Total","50_OVER","50 and over","2011","2011",1474575155,,
"WLD","World","T","Total","50_OVER","50 and over","2012","2012",1516029062,,
"WLD","World","T","Total","50_OVER","50 and over","2013","2013",1559098208,,
"WLD","World","T","Total","50_OVER","50 and over","2014","2014",1603618142,,
"WLD","World","T","Total","50_OVER","50 and over","2015","2015",1649473124,,
"WLD","World","T","Total","50_OVER","50 and over","2016","2016",1694827566,,
"WLD","World","T","Total","50_OVER","50 and over","2017","2017",1741252051,,
"WLD","World","T","Total","50_OVER","50 and over","2018","2018",1788562847,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2005","2005",94510798,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2006","2006",95783377.5,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2007","2007",97059318.5,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2008","2008",98437758,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2009","2009",99735726,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2010","2010",101016375,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2011","2011",102118871,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2012","2012",103402150.5,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2013","2013",104791022,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2014","2014",106295949,,
"EU28","European Union (28 countries)","W","Women","50_OVER","50 and over","2015","2015",107619652,,
